,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
,2.0000000e+00,4.3296828e+00,3.5207982e+00,3.2133274e+00,6.9335292e-01,4.8237782e+00,2.6421544e+00,3.0613066e+00,3.8338998e+00,4.5441887e+00,3.3728928e+00,1.6629689e+00,3.1348382e+00,2.3765953e+00,2.8060972e+00,3.4921809e+00,2.5888236e+00,8.9139756e-01,2.4828321e+00,3.2322953e+00,3.4211810e+00,2.9134321e+00,3.1053531e+00,2.8100748e+00,2.5401286e+00,3.7152901e+00,3.7964714e+00,1.0742066e+00,1.9557901e+00,1.5514361e+00,3.6199751e+00,3.4266040e+00,3.6845404e+00,5.1853815e+00,2.6677048e+00,3.0435871e+00,2.1440939e+00,3.6688510e+00,2.6968522e+00,3.3504825e+00,3.6054626e+00,3.5751425e+00,4.5995786e+00,1.2774016e+00,3.3646283e+00,4.3431685e+00,2.9474746e+00,3.5393765e+00,3.0707164e+00,3.3903784e+00,1.9113720e+00
,2.0000000e+00,2.6511007e+00,3.4193289e+00,1.0320677e+00,3.8100899e+00,6.0689548e-01,4.1118281e+00,9.4637995e-01,2.6060721e+00,4.4357718e+00,3.2756649e+00,3.6160298e+00,3.5068180e+00,4.3796471e+00,1.5255345e+00,2.5786906e+00,4.2489944e+00,2.6392022e+00,1.6237619e+00,4.7273419e+00,2.1251367e+00,3.8135517e+00,2.8013359e+00,3.1733967e+00,2.4805746e+00,1.8480303e+00,2.2633863e+00,3.4427625e+00,3.7858559e+00,2.9246760e+00,2.9075828e+00,4.7082748e+00,2.0366038e+00,3.7005668e+00,2.1323760e+00,2.1897331e+00,3.8144250e+00,2.9518550e+00,1.0580420e+00,1.5403820e+00,3.5750654e+00,3.8413385e+00,3.6515722e+00,3.0192290e+00,5.2684070e+00,2.7429415e+00,3.8686753e+00,3.9866393e+00,3.8115185e+00,4.2534271e+00,1.9012816e+00
,2.0000000e+00,2.3828893e+00,2.8462174e+00,3.2465574e+00,4.6373762e+00,2.4680828e+00,3.6678768e+00,9.5300780e-01,7.1213269e-01,2.8059971e+00,1.4277516e+00,3.0925839e+00,3.1059886e+00,2.1703913e+00,3.0594935e+00,3.8084872e+00,2.9226553e+00,2.4071474e+00,4.1687715e+00,1.4645410e+00,2.9500265e+00,2.5263813e+00,3.3776570e+00,2.8783914e+00,3.2185901e+00,3.7645774e+00,2.4309713e+00,3.5943275e+00,4.3307008e+00,3.8127438e+00,2.3275310e+00,1.3260019e+00,3.6354536e+00,3.6412236e+00,3.2903611e+00,3.6571692e+00,3.1104175e+00,5.0480267e+00,3.4498978e+00,1.5453106e+00,1.5145234e+00,2.8725000e+00,2.9525222e+00,2.7626704e+00,3.3763692e+00,2.6432272e+00,2.0655150e+00,3.0275027e+00,2.5096143e+00,2.7823381e+00,2.0191119e+00
,2.0000000e+00,2.7060102e+00,2.1643543e+00,2.1449707e+00,1.0252013e+00,1.7508733e+00,2.6254141e+00,3.4490608e+00,3.6298543e+00,3.1762848e+00,2.3237540e+00,1.9193487e+00,2.5402819e+00,4.3800751e+00,1.8286921e+00,4.0404614e+00,3.6332845e+00,3.0576578e+00,3.8598674e+00,2.6303154e+00,3.4525709e+00,2.1487950e+00,4.6591389e+00,2.5563633e+00,3.4120119e+00,3.7392126e+00,2.6194118e+00,3.0172464e+00,3.1778276e+00,4.0756261e+00,2.9142796e+00,1.7897951e+00,2.5831719e+00,2.8211203e+00,3.0975300e+00,2.5470190e+00,4.9996951e+00,2.2327729e+00,2.7296611e+00,2.4648174e+00,2.9479157e+00,2.5779140e+00,3.9288670e+00,3.7450259e+00,2.5363882e+00,3.0593821e+00,2.8063329e-01,2.0912524e+00,3.9065459e+00,3.6175425e+00,2.3766296e+00
,2.0000000e+00,1.5802220e+00,4.2902002e+00,1.4822699e+00,3.3874247e+00,2.5686542e+00,2.9030538e-01,3.6357599e+00,3.2789182e+00,2.1639179e+00,4.2048312e+00,3.9270422e+00,3.7997870e+00,4.5457890e+00,2.8471895e+00,2.2386443e+00,3.9878978e+00,2.5235443e+00,1.9447387e+00,2.1702446e+00,3.4210588e+00,3.1234931e+00,3.5688408e+00,3.4708240e+00,3.3854992e+00,2.1874103e+00,4.3423969e+00,2.6249005e+00,2.7616260e+00,2.8808967e+00,2.1928672e+00,2.9997891e+00,2.5269292e+00,3.0831944e+00,2.9695607e+00,3.5815911e+00,2.4547986e+00,3.6619554e+00,3.4621337e+00,1.7407182e+00,4.9027711e+00,2.6148460e+00,2.0982815e+00,9.9920391e-01,1.8710564e+00,2.9301185e+00,2.3356515e+00,1.9188931e+00,2.0421788e+00,4.1725618e+00,2.3244942e+00
,1.0000000e+00,4.8696352e+00,9.9094520e-01,2.5946535e+00,2.4631100e+00,4.4048450e+00,3.5384696e+00,1.6730846e+00,2.3390667e+00,4.5024106e+00,2.2792789e+00,3.0593441e+00,1.9099801e+00,3.8050691e+00,3.0995800e+00,1.7565891e+00,2.8759247e+00,3.4068153e+00,2.5054308e+00,2.9998669e+00,3.0124196e+00,3.8424818e+00,2.0305276e+00,3.2477172e+00,3.4377019e+00,4.8730499e+00,3.1233115e+00,2.4956002e+00,3.5154317e+00,4.4393642e+00,1.3046698e+00,3.7671860e+00,4.6673476e+00,4.0861492e+00,3.5048606e+00,3.1094054e+00,3.1387679e+00,3.7205038e+00,3.3980355e+00,2.9341380e+00,3.5117966e+00,3.7188540e+00,3.1471908e+00,3.2240107e+00,2.9855443e+00,2.1823553e+00,3.9299093e+00,3.4856825e+00,2.1359615e+00,3.1738514e+00,3.4699757e+00
,1.0000000e+00,2.0893384e+00,2.8113795e+00,2.5139121e+00,1.6854452e+00,4.5907125e+00,1.0651580e+00,1.9554004e+00,1.4271320e+00,4.5413592e+00,2.7079523e+00,3.2888109e+00,2.3926932e+00,2.5273546e+00,3.1050088e+00,2.5718535e+00,1.9162965e+00,1.9345143e+00,2.3928527e+00,2.5684552e+00,4.2664704e+00,3.3905587e+00,2.1193851e+00,3.7271691e+00,1.6388742e+00,3.5692625e+00,1.0337389e+00,3.8295315e+00,4.8207567e+00,3.2742207e+00,4.5371337e+00,1.8217088e+00,2.4775023e+00,3.0408801e+00,3.4710012e+00,3.0988218e+00,2.5688638e+00,1.7921431e+00,1.8870284e+00,2.5371337e+00,2.8854400e+00,3.0295767e+00,5.2418727e+00,1.0611194e+00,4.5167036e+00,3.0035801e+00,4.3216461e+00,3.4771184e+00,1.9666126e+00,3.7233329e+00,2.5451735e+00
,2.0000000e+00,4.6946814e+00,3.9627986e+00,4.1924482e+00,2.2228347e+00,2.9213117e+00,3.7275828e+00,3.3480491e+00,2.4300281e+00,2.6043509e+00,2.7959595e+00,2.5604908e+00,4.6720718e+00,3.3435659e+00,4.5930728e+00,3.6709900e+00,3.1026868e+00,2.4978635e+00,2.8750658e+00,3.5562661e+00,3.4157023e+00,2.3215595e+00,3.4855603e+00,4.3819071e+00,2.3515010e+00,4.0704209e+00,3.2290993e+00,4.0885099e+00,1.9557421e+00,2.7341859e+00,4.7470691e+00,3.0233188e+00,1.9555311e+00,3.1805630e+00,1.3132302e+00,2.6658288e+00,1.3416960e+00,2.1203966e+00,2.8392108e+00,3.1248957e+00,3.1571798e+00,3.8001828e+00,1.6254600e+00,3.3131309e+00,2.3232127e+00,2.3051137e+00,3.1032347e+00,2.4808509e+00,2.3851569e+00,3.1701100e+00,2.9611278e+00
,2.0000000e+00,2.9614182e+00,2.5773255e+00,3.6894857e+00,4.4370811e+00,3.5164502e+00,2.6450156e+00,3.2125893e+00,2.2357296e+00,5.4306349e+00,4.0172755e+00,6.5555072e-01,3.7675849e-01,4.2519897e+00,1.9297664e+00,2.3738017e+00,3.0800626e+00,1.9128848e+00,3.1378902e+00,1.4068573e+00,4.1064590e+00,7.3474560e-01,3.9057391e+00,3.7074351e+00,4.1035807e+00,4.5339157e+00,2.9709161e+00,4.2083617e+00,2.3707919e+00,4.0527198e+00,3.2938969e+00,2.8801653e+00,3.6711374e+00,2.6135156e+00,3.2879584e+00,1.9153594e+00,3.2228286e+00,1.9647858e+00,3.9092474e+00,3.8127858e+00,4.5268676e+00,3.1659319e+00,2.6067590e+00,3.3103580e+00,1.8346262e+00,4.6351192e+00,3.0620695e+00,2.9433708e+00,3.9350492e+00,1.6712964e+00,3.8255092e+00
,2.0000000e+00,2.8359737e+00,2.6512373e+00,3.0785265e+00,5.1301877e+00,2.4110010e+00,2.4750122e+00,3.9980508e+00,1.3589892e+00,3.3508081e+00,3.1910945e+00,2.5077837e+00,3.2151603e+00,3.7801936e+00,4.5582942e+00,2.3433839e+00,3.6673978e+00,5.3793093e+00,4.1295544e+00,3.0120635e+00,2.3681933e+00,3.1181176e+00,2.9991344e+00,2.5662371e+00,2.6023310e+00,2.0735239e+00,2.8786634e+00,1.6411921e+00,2.2439329e+00,2.4975461e+00,2.6916571e+00,3.8877735e+00,4.6593276e+00,3.6451148e+00,2.7927616e+00,2.8864934e+00,4.3502104e+00,4.2367907e+00,3.6470364e+00,2.6645718e+00,1.5364947e+00,2.7860804e+00,3.5683226e+00,6.2039839e+00,3.1314322e+00,3.0277314e+00,4.5478610e+00,3.4046555e+00,2.2562173e+00,2.2080448e+00,3.8753364e+00
,2.0000000e+00,2.9315338e+00,3.4002201e+00,2.1885567e+00,3.0673697e+00,3.0633072e+00,2.7721331e+00,3.6494053e+00,2.4483399e+00,3.8459698e+00,4.2754288e+00,3.7823725e+00,1.6926928e+00,3.4480473e+00,2.1002805e+00,2.6324447e+00,3.7680019e+00,2.3048906e+00,2.3684425e+00,3.1590617e+00,3.8115608e+00,4.7506975e+00,3.9810149e+00,2.9745762e+00,2.7110565e+00,3.7511506e+00,3.3034431e+00,4.0314720e+00,2.9236970e+00,2.9845219e+00,3.2955622e+00,1.6864852e+00,3.9064035e+00,3.0379260e+00,3.7914655e+00,4.4057426e+00,2.6319290e+00,4.0209534e+00,3.5080373e+00,3.2681506e+00,3.4227334e+00,2.7455735e+00,3.5751829e+00,4.0238058e+00,3.4424482e+00,2.3641048e+00,2.3352381e+00,5.3708334e+00,3.7488951e+00,4.5745562e+00,2.7674996e+00
,2.0000000e+00,2.4180691e+00,4.0703586e+00,2.9447701e+00,3.6235718e+00,2.0448721e+00,3.8920466e+00,2.6331076e+00,3.0063553e+00,3.9103548e+00,4.3545227e+00,2.2357602e+00,1.5960950e+00,3.2283917e+00,2.2088035e+00,1.3437190e+00,1.9919653e+00,2.8780124e+00,2.8288681e+00,2.8034006e+00,2.3856594e+00,2.2918397e+00,1.9465009e+00,1.6089817e+00,2.1578014e+00,3.0573985e+00,4.0659642e+00,4.4236304e+00,3.0980458e+00,2.4069133e+00,2.4229887e+00,2.6159716e+00,2.3030572e+00,2.5375203e+00,1.4287655e+00,1.9902096e+00,1.8320542e+00,3.0424023e+00,1.5613268e+00,3.0444478e+00,3.4028051e+00,3.6953338e+00,3.1206962e+00,3.4205824e+00,2.6862416e+00,4.0015517e+00,2.2632332e+00,2.2724885e+00,2.6999930e+00,5.0046551e+00,3.9151231e+00
,1.0000000e+00,3.0953395e+00,2.3082056e+00,1.3054209e+00,2.1935815e+00,3.3642840e+00,3.5770778e+00,2.6438543e+00,4.8793835e+00,3.8955887e+00,3.2401829e+00,2.6032312e+00,2.2398307e+00,1.5492887e+00,3.3117401e+00,2.3039797e+00,1.3363417e+00,1.8720004e+00,2.8134704e+00,4.7025704e+00,1.8988895e+00,3.6413926e+00,3.9749315e+00,3.1776877e+00,3.3533108e+00,2.7674378e+00,3.0582560e+00,2.3298925e+00,3.7507470e+00,3.3778248e+00,2.3973477e+00,3.6187963e+00,2.2342828e+00,2.9890219e+00,4.2770264e+00,1.7102679e+00,2.6151873e+00,2.3699449e+00,3.5167955e+00,2.4573106e+00,3.6367588e+00,3.3339789e+00,2.5092212e+00,3.9904008e+00,2.6719355e+00,3.1503999e+00,3.2248764e+00,4.0484343e+00,3.6687180e+00,2.8073404e+00,3.2549565e+00
,2.0000000e+00,4.1318299e+00,2.8280939e+00,1.7685035e+00,2.3179632e+00,4.0879992e+00,2.3952580e+00,5.3168885e+00,3.8456243e+00,2.9826725e+00,1.3215191e+00,2.7595482e+00,2.4191311e+00,3.9663275e+00,3.3566327e+00,3.9378427e+00,4.3590338e+00,1.8500097e+00,3.1276465e+00,5.2509890e+00,2.6818802e+00,3.7692428e+00,3.4493499e+00,2.5990795e+00,2.6926752e+00,2.3858543e+00,3.1993973e+00,1.4787479e+00,4.5864808e+00,3.4072299e+00,4.1972210e+00,2.6445757e+00,2.6684081e+00,2.5466822e+00,4.6130828e+00,3.2039407e+00,3.4706825e+00,2.6862979e+00,2.2106143e+00,4.3680228e+00,3.1767892e+00,4.0272723e+00,2.5242861e+00  -5.5600914e-02,3.2902292e+00,2.5724437e+00,3.6450394e+00,1.1102203e+00,1.9157918e+00,1.3956145e+00,3.2466264e+00
,2.0000000e+00,2.7724626e+00,2.9276075e+00,4.7504509e+00,5.7506481e+00,3.5399860e+00,2.7323580e+00,1.6738420e+00,4.2791747e+00,9.5453265e-01,1.8691532e+00,2.5688869e+00,4.2337132e+00,2.9964501e+00,2.8394777e+00,3.3984090e+00,3.6676755e+00,1.1018057e+00,4.2941204e+00,3.2503783e+00,1.8953848e+00,4.5930521e+00,2.9474907e+00,2.7893992e+00,3.5129589e+00,2.1240977e+00,2.5889071e+00,3.5715219e+00,2.8632818e+00,4.8882767e+00,2.4841538e+00,3.6737705e+00,2.6752889e+00,3.8340665e+00,4.2462796e+00,1.7240722e+00,4.7147459e+00,5.0958492e+00,5.1417115e+00,2.8577974e+00,2.0947420e+00,4.6901471e+00,3.2232559e+00,3.8737968e+00,2.8692512e+00,2.0594097e+00,3.8056139e+00,2.0660082e+00,2.8126197e+00,3.9366196e+00,5.0468014e+00
,2.0000000e+00,1.8405156e+00,3.9689471e+00,2.5292454e+00,2.6374235e+00,8.1690183e-01,3.2070472e+00,3.8006123e+00,3.9269989e+00,3.7404325e+00,2.1580476e+00,3.9856245e+00,2.9716896e+00,3.3654741e+00,8.1962927e-01,5.4397599e+00,1.6445671e+00,4.1766842e+00,2.6023649e+00,2.8947731e+00,4.6998912e+00,3.4361801e-01,2.0782923e+00,1.7036492e+00,3.2069572e+00,2.9684250e+00,3.8349853e+00,3.8227111e+00,2.5336759e+00,3.2595975e+00,4.1867135e+00,3.3295477e+00,2.5656602e+00,2.4465277e+00,3.1507600e+00,9.5378452e-01,4.5448692e+00,3.9038120e+00,3.7934405e+00,2.6178802e+00,3.9874567e+00,3.0566052e+00,1.9574636e+00,3.6963680e+00,1.8904657e+00,2.6857946e+00,3.0781415e+00,3.8016330e+00,3.5053564e+00,2.7296944e+00,3.1178286e+00
,2.0000000e+00,2.6573093e+00,2.7996681e+00,3.5962672e+00,2.1971156e+00,2.4269212e+00,2.8321640e+00,3.3683113e+00,4.8488382e+00,1.9737875e+00,4.1307593e+00,3.5414455e+00,2.4668242e+00,4.1556220e+00,4.7051208e+00,3.8056613e+00,2.2415686e+00,4.6814751e+00,3.1169138e+00,2.2733401e+00,3.1365255e+00,2.2034614e+00,3.0261370e+00,2.9552073e+00,1.4856881e+00,3.1670956e+00,2.4643400e+00,3.7667702e+00,3.8591864e+00,2.6689706e+00,2.1990838e+00,1.7507401e+00,1.8729274e+00,4.0938680e+00,2.6364246e+00,1.0499512e+00,1.7861756e+00,4.2147350e+00,2.5378136e+00,3.5397625e+00,1.7279468e+00,3.1353984e+00,3.2368702e+00,2.4992878e+00,2.8931267e+00,4.0684092e+00,2.3476212e+00,3.2533920e+00,3.2233522e+00,2.4886281e+00,4.3049044e+00
,2.0000000e+00,3.3578589e+00,2.8854669e+00,2.8138450e+00,3.2306564e+00,2.9904914e+00,1.6817238e+00,1.5301067e+00,1.7012823e+00,2.3972083e+00,2.7955400e+00,4.2651194e+00,4.8385069e+00,1.9743617e+00,2.6687828e+00,3.2689378e+00,3.0876252e+00,4.9220101e+00,2.3260692e+00,2.1664122e+00,4.3028241e+00,2.7679122e+00,2.6228850e+00,3.2411798e+00,3.5010093e+00,2.7896248e+00,3.2332302e+00,3.0178266e+00,3.6785417e+00,3.8523679e+00,2.1543639e+00,3.4362740e+00,3.0769579e+00,3.7368786e+00,3.0848315e+00,2.5814697e+00,3.1242086e+00,2.0903386e+00,2.7299804e+00,1.7723523e+00,3.1021662e+00,2.7698863e+00,2.2257028e+00,1.9831982e+00,3.4940560e+00,2.6477330e+00,2.7189811e+00,2.4046775e+00,3.3261966e+00,4.8004611e+00,2.1621213e+00
,2.0000000e+00  -3.5060009e-01,4.5917353e+00,5.0256635e+00,2.5612443e+00,2.5002279e+00,3.8990326e+00,1.9115375e+00,2.8970455e+00,1.5181030e+00,4.8431524e+00,4.9051471e-01,3.1931797e+00,3.4191737e+00,3.6243228e+00,3.7568040e+00,2.4070135e+00,2.9830227e+00,3.0718273e+00,2.1937215e+00,4.4396770e+00,3.8410832e+00,3.0744597e+00,2.5805428e+00,2.8362373e+00,3.7237569e+00,4.5082795e+00,4.5541118e+00,2.1042342e+00,2.9171887e+00,2.4652185e+00,3.4558763e+00,4.7436136e+00,2.6170530e+00,3.7808578e+00,1.9630990e+00,4.1547671e+00,3.1215812e+00,2.4253731e+00,3.6827299e+00,2.7479983e+00,3.4957580e+00,3.7186570e+00,3.2203765e+00,3.3900957e+00,4.4060847e+00,3.1521386e+00,2.6420701e+00,3.1000539e+00,2.2199644e+00,2.0790081e+00
,2.0000000e+00,2.9106052e+00,3.2250111e+00,4.0117331e+00,3.2222746e+00,2.5597201e+00,3.1315898e+00,1.5301497e+00,3.6192722e+00,2.8267170e+00,1.4866930e+00,2.6126134e+00,4.8107202e+00,4.1681257e+00,1.3631746e+00,3.9285871e+00,4.3988491e+00,3.6874072e+00,2.6714944e+00,3.8359442e+00,3.5746067e+00,2.8426781e+00,1.3649988e+00,1.7444364e+00,2.6183839e+00,2.1405555e+00,2.9242798e+00,2.1479297e+00,2.4073751e+00,3.4193441e+00,3.4658032e+00,6.3071175e+00,4.1768040e+00,2.2627824e+00,3.3718858e+00,1.4947087e+00,2.2637541e+00,3.1179613e+00,3.2715405e+00,2.8451099e+00,1.4960274e+00,4.5850158e+00,3.9330088e+00,3.2320918e+00,2.4710235e+00,2.1292009e+00,3.7799353e+00,3.6273855e+00,2.0698747e+00,2.0722888e+00,3.7197823e+00
,2.0000000e+00,1.9466337e+00,3.4968041e+00,2.6651582e+00,2.8971363e+00,4.5391171e+00,4.4456947e+00,2.7035748e+00,2.0872033e+00,2.2271568e+00,6.2974728e-01,3.1618053e+00,1.5633558e+00,3.5412622e+00,1.9193564e+00,3.3128263e+00,9.8893389e-01,7.0184530e-01,3.0752349e+00,1.7723387e+00,2.1933230e+00,2.5788821e+00,3.5350448e+00,4.2467454e+00,2.0171698e+00,3.1561451e+00,2.6021382e+00,3.3389403e+00,2.0552304e+00,3.3070626e+00,2.4581856e+00,3.4219843e+00,5.0660232e+00,3.3225564e+00,3.5319810e+00,3.4471357e+00,2.1229402e+00,2.9990651e+00,1.6588130e+00,2.5242560e+00,1.8766291e+00,3.0856027e+00,3.9572049e+00,1.8679812e+00,1.5981800e+00,1.3567793e+00,2.7066976e+00,3.3961792e+00,3.2706202e+00,3.4601600e+00,3.1141743e+00
,1.0000000e+00,2.0337753e+00,3.7006495e+00,3.3394925e+00,2.6502140e+00,1.8114595e+00,3.3559751e+00,1.8268323e+00,3.1558359e+00,3.1993312e+00,3.6399010e+00,3.3654102e+00,3.4449223e+00,2.7412809e+00,3.1831928e+00,4.6375971e+00,3.9098017e+00,3.9510313e+00,3.8745618e+00,4.5200833e+00,2.0572191e+00,3.3459831e+00,2.1944720e+00,3.0013363e+00,3.1188823e+00,2.8506822e+00,2.9062708e+00,1.7186349e+00,2.3396244e+00,2.0631427e+00,3.9342126e+00,2.8341905e+00,1.8033865e+00,3.0530111e+00,3.5968063e+00,2.1566887e+00,3.4617714e+00,3.3287884e+00,3.2198624e+00,1.1240149e+00,4.0817367e+00,2.3276704e+00,1.9933854e+00,3.3695983e+00,4.2800758e+00,3.1376574e+00,3.9467356e+00,1.9503670e+00,4.4581543e+00,3.4599846e+00,1.2273927e+00
,2.0000000e+00,3.4453286e+00,2.7500929e+00,3.7350128e+00,4.2143341e+00,3.1118511e+00,2.7255706e+00,1.6300805e+00,2.9535720e+00,1.9244089e+00,2.6615889e+00,2.6992498e+00,2.5502275e+00,2.9675346e+00,2.9961738e+00,2.8052215e+00,3.7708573e+00,3.4349961e+00,1.9882781e+00,1.0418410e+00,2.8591038e+00,2.4155074e+00,1.1031024e+00,3.6303269e+00,9.2787337e-01,1.5073799e+00,4.6446620e+00,3.0917095e+00,1.3836420e+00,4.5143862e+00,2.4870296e+00,2.4068067e+00,2.6725868e+00,1.1607411e+00,2.7911043e+00,3.4055168e+00,3.3602063e+00,1.4108678e+00,1.0198774e+00,1.5196511e+00,2.0712461e+00,2.8393909e+00,4.1157554e+00,2.5033348e+00,3.3607634e+00,3.0900155e+00,3.7347080e+00,1.1172437e+00,3.5061717e+00,2.1810270e+00,3.1396883e+00
,2.0000000e+00,8.3647333e-01,3.9898349e+00,4.1241826e+00,2.4764390e+00,2.7611425e+00,2.7420670e+00,6.9180352e-01,2.1876733e+00,4.2250292e+00,2.2963291e+00,3.3425083e+00,1.5592811e+00,4.4869124e+00,2.6154067e+00,1.8305429e+00,3.5497800e+00,3.0050912e+00,3.4015434e+00,4.1241742e+00,2.6937216e+00,2.8201678e+00,1.4895455e+00,3.5945715e+00,3.1622077e+00,2.1428533e+00,3.2893084e+00,3.2878506e+00,3.6770756e+00,3.0775172e+00,4.1025513e+00,3.0148816e+00,3.8160676e+00,2.0835450e+00,3.3499100e+00,3.1501094e+00,3.6294383e+00,3.6621146e+00,1.6110423e+00,2.8133893e+00,3.3665031e+00,3.5119219e+00,1.3700302e+00,3.3794355e+00,2.2885301e+00,8.6515454e-01,3.2166358e+00,3.0361641e+00,2.4681351e+00,1.3448813e+00,5.8760178e+00
,2.0000000e+00,2.6683690e+00,3.6724676e+00,2.4878170e+00,4.3638601e+00,4.4277371e+00,2.9036831e+00,1.9116905e+00,2.5066765e+00,1.5895965e+00,3.7951997e+00,2.0524338e+00,2.9209211e+00,3.1434727e+00,2.3739130e+00,3.9350400e+00,2.0082045e+00,3.2477232e+00,1.9796748e+00,4.5343736e+00,4.9624714e+00,3.4441436e+00,2.8493238e+00,3.0137187e+00,3.2613289e+00,2.5876532e+00,2.7708742e+00,2.6631884e+00,3.9451847e+00,2.8127449e+00,4.3953349e+00,3.0318842e+00,2.3175466e+00,2.2233442e+00,4.9555124e-01,1.0879129e+00,3.7012913e+00,1.0089728e+00,3.0615108e+00,2.5967085e+00,2.2645662e+00,2.4126048e+00,1.3470442e+00,2.3630036e+00,3.3405579e+00,2.8713440e+00,3.1401706e+00,3.8400795e+00,3.5615633e+00,1.8889418e+00,1.8248566e+00
,2.0000000e+00,1.3929678e+00,2.4133520e+00,3.0242555e+00,4.2645222e+00,2.1589417e+00,3.0790622e+00,5.2945173e+00,3.9038105e+00,3.7199233e+00,1.5436931e+00,3.4994613e+00,2.8519593e+00,2.2727788e+00,2.6193734e+00,5.5314354e+00,1.7016912e+00,3.6103472e+00,2.7431397e+00,2.4864342e+00,1.9776632e+00,2.3190977e+00,1.9824985e+00,4.1507761e+00,4.0847890e+00,3.9449828e+00,3.4228681e+00,3.2566320e+00,3.7677612e+00,2.9928610e+00,3.0693817e+00,3.3490013e+00,1.9319708e+00,3.2462613e+00,3.7894118e+00,1.9346687e+00,3.7778808e+00,1.8696418e+00,3.7702400e+00,5.2228746e+00,2.5940885e+00,3.0763829e+00,3.0689962e+00,2.2810245e+00,4.0081396e+00,2.2595440e+00,1.6286028e+00,3.2332043e+00,3.0600318e+00,2.6809127e+00,2.0672518e+00
,2.0000000e+00,2.7076959e+00,3.8196652e+00,3.1333503e+00,2.4744046e+00,2.6453177e+00,3.4817211e+00,2.5218359e+00,3.1739740e+00,2.9622282e+00,4.2683820e+00,3.2377438e+00,2.9259718e+00,3.2394375e+00,2.9185271e+00,3.9128152e+00,2.6001912e+00,3.7092242e+00,2.9729913e+00,4.2802237e+00,5.7849798e+00,1.9412972e+00,3.7861695e+00,3.2635962e+00,3.7939555e+00,4.7228386e+00,3.0468317e+00,3.9000528e+00,1.8100297e+00,3.7380994e+00,3.7064284e+00,4.6002752e+00,3.0673933e+00,2.7491862e+00,3.3738395e+00,4.7336299e+00,1.8456801e+00,3.7563606e+00,2.5401264e+00,1.6333827e+00,4.0139582e+00,4.8180278e+00,3.4787975e+00,3.7192637e+00,2.6594993e+00,3.9700186e+00,3.0061329e+00,2.1207365e+00,2.7003639e+00,2.1538509e+00,1.7486461e+00
,2.0000000e+00,2.7726579e+00,1.6516513e+00,4.9614073e+00,2.8862759e+00,3.5508450e+00,2.5227529e+00,2.4023439e+00,1.6944794e+00,3.7097161e+00,2.0278667e+00,2.3504928e+00,2.2077489e+00,4.2653909e+00,2.2000494e+00,2.4343952e+00,1.6796702e+00,2.2901133e+00,2.9098766e+00,8.8372419e-01,4.5663210e+00,2.8020427e+00,1.8710709e+00,3.6011695e+00,1.7237320e+00,3.3900758e+00,3.3784522e+00,3.5910631e+00,2.3013586e+00,3.3840990e+00,4.2847367e+00,5.0554672e+00,1.6816363e+00,3.6039341e+00,4.7691879e+00,3.8102580e+00,2.7278138e+00,2.6579606e+00,3.0653623e+00,3.9321161e+00,4.3574816e+00,1.1507629e+00,2.8827638e+00,2.9651433e+00,2.9447404e+00,3.2298750e+00,1.9754234e+00,2.1806814e+00,3.3967040e+00,2.2918408e+00,2.3460027e+00
,2.0000000e+00,2.6341141e+00,2.8795380e+00,2.9639929e+00,2.4998140e+00,3.1059946e+00,2.7293170e+00,2.7662058e+00,2.9115703e+00,3.5736689e+00,2.5313481e+00,3.2177183e+00,2.9693286e+00,1.4018996e+00,2.3661795e+00,3.3851092e+00,3.6037714e+00,2.3248820e+00,4.1770532e+00,5.5895646e+00,2.0336374e+00,2.9098564e+00,2.1079792e+00,4.0817511e+00,3.3185674e+00,1.7598941e+00,3.5717803e+00,3.8203306e+00,2.6294203e+00,1.8702346e+00,2.5429441e+00,4.5919022e+00,2.8430023e+00,3.2808825e+00,2.9762635e+00,3.7150241e+00,4.3936092e+00,2.5384391e+00,3.3325272e+00,3.8553475e+00,2.9556457e+00,2.1214718e+00,3.2564205e+00,2.5868000e+00,2.8828019e+00,3.8696476e+00,3.3292546e+00,3.1832930e+00,4.5256127e+00,2.6937665e+00,4.5149545e+00
,2.0000000e+00,2.5647291e+00,3.4234247e+00,3.4731048e+00,2.5454547e+00,3.6800887e+00,2.3195176e+00,3.6270310e+00,3.1576127e+00,8.9277030e-01,4.3833722e+00,1.5956856e+00,3.3045666e+00,3.3703364e+00,5.2062442e+00,2.7709203e+00,3.2488892e+00,3.7890246e+00,2.1853445e+00,2.3317059e+00,1.2956146e+00,1.9616290e+00,4.3037588e+00,5.7691704e+00,2.9479197e+00,4.3821451e+00,2.9634442e+00,1.1397310e+00,2.7130770e+00,2.7824161e+00,1.5840950e+00,2.9348022e+00,2.7651761e+00,3.8278512e+00,2.2130689e+00,4.0275020e+00,2.9594733e+00,3.9275742e+00,1.6413933e+00,1.9928506e+00,1.2063165e+00,1.6891030e+00,1.0866233e+00,2.4809234e+00,4.3641726e+00,2.8514493e+00  -5.7007862e-02,3.9288260e+00,4.5979517e+00,3.5114151e+00,1.9068925e+00
